Beautiful Soup,Lxml,Regular expressions
20.86899996,3.516000032,2.81799984
,,
20.90899992,3.523000002,2.822999954
,,
20.95000005,3.527999878,2.82799983
,,
20.98900008,3.53399992,2.832999945
,,
21.02900004,3.539999962,2.836999893
,,
21.06800008,3.545000076,2.841999769
,,
21.10899997,3.55099988,2.846999884
,,
21.148,3.556999922,2.873999834
,,
21.18700004,3.562000036,2.878999949
,,
21.227,3.569000006,2.88499999
,,
21.26600003,3.575000048,2.889999866
,,
21.30699992,3.580999851,2.894999981
,,
21.34599996,3.586999893,2.899999857
,,
21.38499999,3.592999935,2.90899992
,,
21.42499995,3.598999977,2.913999796
,,
21.46499991,3.606999874,2.91899991
,,
21.50399995,3.612999916,2.923999786
,,
21.54200006,3.618999958,2.929999828
,,
21.58299994,3.625,2.937999964
,,
21.62199998,3.629999876,2.944999933
,,
21.66300011,3.635999918,2.953999996
,,
21.70300007,3.64199996,2.962999821
,,
21.74300003,3.648000002,2.970999956
,,
21.78299999,3.654000044,2.975999832
,,
21.82200003,3.65899992,2.980999947
,,
21.86100006,3.664999962,2.988999844
,,
21.90100002,3.671000004,2.993999958
,,
21.94000006,3.677000046,3
,,
21.98099995,3.682999849,3.005999804
,,
22.01999998,3.688999891,3.010999918
,,
22.05900002,3.694999933,3.015999794
,,
22.09700012,3.700000048,3.020999908
,,
22.13499999,3.705999851,3.025999784
,,
22.17400002,3.711999893,3.030999899
,,
22.21300006,3.717000008,3.035999775
,,
22.25200009,3.72300005,3.039999962
,,
22.28999996,3.728999853,3.044999838
,,
22.33200002,3.733999968,3.049999952
,,
22.37000012,3.74000001,3.054999828
,,
22.41100001,3.746000051,3.059999943
,,
22.45000005,3.750999928,3.064999819
,,
22.48900008,3.756999969,3.069999933
,,
22.52800012,3.762000084,3.073999882
,,
22.56599998,3.767999887,3.078999996
,,
22.60599995,3.773999929,3.083999872
,,
22.64499998,3.779000044,3.088999987
,,
22.68700004,3.784999847,3.093999863
,,
22.72600007,3.790999889,3.098999977
,,
22.7650001,3.796999931,3.103999853
,,
22.80400014,3.802000046,3.107999802
,,
22.84299994,3.807999849,3.112999916
,,
22.88100004,3.813999891,3.117999792
,,
22.92000008,3.819999933,3.122999907
,,
22.95900011,3.825000048,3.127999783
,,
22.99799991,3.830999851,3.132999897
,,
23.03900003,3.838000059,3.137999773
,,
23.07700014,3.845999956,3.142999887
,,
23.11599994,3.851999998,3.148000002
,,
23.15400004,3.856999874,3.152999878
,,
23.19300008,3.862999916,3.156999826
,,
23.23099995,3.868999958,3.161999941
,,
23.27099991,3.874000072,3.166999817
,,
23.30900002,3.879999876,3.171999931
,,
23.34700012,3.885999918,3.176999807
,,
23.39599991,3.89199996,3.181999922
,,
23.43700004,3.897000074,3.186999798
,,
23.47600007,3.902999878,3.190999985
,,
23.5150001,3.90899992,3.195999861
,,
23.55299997,3.914999962,3.200999975
,,
23.59299994,3.920000076,3.205999851
,,
23.63100004,3.92599988,3.210999966
,,
23.67000008,3.931999922,3.215999842
,,
23.70900011,3.937999964,3.220999956
,,
23.75,3.943000078,3.225999832
,,
23.78999996,3.948999882,3.229999781
,,
23.82800007,3.953999996,3.234999895
,,
23.8670001,3.960000038,3.239999771
,,
23.90600014,3.96600008,3.244999886
,,
23.94400001,3.971999884,3.25
,,
23.98200011,3.976999998,3.254999876
,,
24.02099991,3.98300004,3.25999999
,,
24.05999994,3.989000082,3.264999866
,,
24.10100007,3.994999886,3.270999908
,,
24.13899994,4,3.274999857
,,
24.17799997,4.006000042,3.279999971
,,
24.21700001,4.012000084,3.285999775
,,
24.25600004,4.019000053,3.290999889
,,
24.29500008,4.024999857,3.296000004
,,
24.33299994,4.030999899,3.30099988
,,
24.37199998,4.036000013,3.305999994
,,
24.41100001,4.042000055,3.31099987
,,
24.45200014,4.047999859,3.315999985
,,
24.49099994,4.052999973,3.320999861
,,
24.52900004,4.059000015,3.325999975
,,
24.56800008,4.065000057,3.329999924
,,
24.60599995,4.070999861,3.335999966
,,
24.64499998,4.076999903,3.339999914
,,
24.68300009,4.082999945,3.34499979
,,
24.72200012,4.088999987,3.349999905
,,
24.75999999,4.093999863,3.354999781
,,
24.80299997,4.099999905,3.359999895
,,
24.84200001,4.105999947,3.364999771
,,
24.88000011,4.111999989,3.369999886
,,
24.91899991,4.116999865,3.375
,,
24.95700002,4.122999907,3.379999876
,,
24.99500012,4.128999949,3.38499999
,,
25.03299999,4.134000063,3.389999866
,,
25.07299995,4.139999866,3.394999981
,,
25.11400008,4.144999981,3.399999857
,,
25.15199995,4.151000023,3.404999971
,,
25.19000006,4.157000065,3.409999847
,,
25.22900009,4.161999941,3.414999962
,,
25.26699996,4.167999983,3.419999838
,,
25.30699992,4.178999901,3.424999952
,,
25.34500003,4.18599987,3.429999828
,,
25.38400006,4.200999975,3.433999777
,,
25.42400002,4.220999956,3.438999891
,,
25.46499991,4.227999926,3.443999767
,,
25.50399995,4.236999989,3.448999882
,,
25.54200006,4.243999958,3.453999996
,,
25.58100009,4.25,3.458999872
,,
25.61899996,4.257999897,3.463999987
,,
25.66100001,4.263999939,3.468999863
,,
25.69900012,4.273000002,3.473999977
,,
25.73900008,4.282999992,3.478999853
,,
25.78900003,4.289000034,3.483999968
,,
25.829,4.295000076,3.488999844
,,
25.87400007,4.302000046,3.493999958
,,
25.91300011,4.31099987,3.498999834
,,
25.95200014,4.320999861,3.503999949
,,
25.99099994,4.329999924,3.508999825
,,
26.03200006,4.338000059,3.513999939
,,
26.07200003,4.343999863,3.518999815
,,
26.11100006,4.349999905,3.523999929
,,
26.15100002,4.355000019,3.527999878
,,
26.19099998,4.361000061,3.53399992
,,
26.23000002,4.366999865,3.538999796
,,
26.26900005,4.371999979,3.542999983
,,
26.30800009,4.381000042,3.547999859
,,
26.34599996,4.391000032,3.552999973
,,
26.38499999,4.398000002,3.557999849
,,
26.42400002,4.404000044,3.562999964
,,
26.46300006,4.414000034,3.56799984
,,
26.50399995,4.421000004,3.572999954
,,
26.54200006,4.427000046,3.57799983
,,
26.57999992,4.431999922,3.583999872
,,
26.61899996,4.437999964,3.587999821
,,
26.65700006,4.444000006,3.592999935
,,
26.69700003,4.448999882,3.598999977
,,
26.73600006,4.454999924,3.606999874
,,
26.77399993,4.460999966,3.613999844
,,
26.81299996,4.46600008,3.618999958
,,
26.85400009,4.471999884,3.623999834
,,
26.89300013,4.476999998,3.628999949
,,
26.93099999,4.48300004,3.633999825
,,
26.97000003,4.489000082,3.638999939
,,
27.00800014,4.493999958,3.644999981
,,
27.046,4.5,3.648999929
,,
27.08500004,4.506000042,3.654999971
,,
27.12299991,4.512000084,3.65899992
,,
27.16199994,4.51699996,3.664999962
,,
27.20300007,4.523000002,3.669999838
,,
27.24900007,4.529000044,3.674999952
,,
27.28900003,4.536000013,3.679999828
,,
27.32800007,4.54399991,3.684999943
,,
27.36599994,4.549999952,3.690999985
,,
27.41000009,4.556999922,3.694999933
,,
27.45200014,4.563999891,3.699999809
,,
27.49300003,4.570999861,3.704999924
,,
27.53999996,4.579999924,3.710999966
,,
27.58100009,4.585999966,3.714999914
,,
27.63100004,4.593999863,3.720999956
,,
